chroma,centroid,bandwidth,zcr,energy,contrast,rolloff,pitch,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,label
0.3365418199045213,201.84299554817298,97.05844317321458,0.023565204326923078,107.40257971529913,24.006537325849163,251.44230769230768,255.21540518533058,-535.2489813221224,83.30568150628145,74.51801533829392,64.51474273270496,51.695437901187994,37.56080546242596,23.113254968973955,9.511670361065688,-2.4218255141265597,-12.084389146867165,-19.228263972822102,-23.864975442502924,-26.25432435181017,bona-fide
0.28452444850679964,142.68068688138078,86.46732831422045,0.01259478400735294,1.4220062965630702,20.7603175772134,202.8952205882353,123.42234358377733,-774.5952608482681,99.88673081078498,88.87158217454676,77.90030884399529,65.52640642257543,51.31020610413571,36.423859600753026,21.841057766999818,8.56007985573198,-2.9154901297738194,-11.994477770757468,-18.403780826686937,-22.286219221705505,bona-fide
0.31278706555744823,190.82431995514494,64.19912277238932,0.024965191831683168,132.2061307035253,24.582621779613422,234.52970297029702,220.34339038205005,-566.9194149512692,88.50229964812448,81.07473316983354,69.84851618386247,56.034516252882916,40.84273073124902,25.48887394787074,11.128509078467642,-1.3371408213434202,-11.387408515528376,-18.849246564279802,-23.814683798720324,-26.58468686024772,bona-fide
0.33440865948217274,185.84944794695994,62.59528427181807,0.023079147666309013,232.36475878391198,25.19267468823033,234.24087982832617,203.37824013709974,-538.0800074886204,83.37970352396664,76.48340006444967,66.65039090253772,54.11781986257874,39.95956043880771,25.31083911886646,11.220045868891248,-1.3810120345646943,-11.826658527719681,-19.721891325310576,-24.955280662927365,-27.68311475123189,bona-fide
0.30392790163884287,186.95246977325908,65.34107644021255,0.023710029069767442,75.90784118999645,24.544874034532878,224.7456395348837,220.6723266973857,-584.0134583166132,90.92426030571752,82.08443801268308,69.82097406056675,55.13586275475009,39.02841431419367,22.971770853243125,8.239484636309935,-4.185312848259618,-13.678988509751601,-20.1524684614028,-23.842004748105282,-25.220557464303695,bona-fide
0.33594910023692154,187.98780772351122,68.81899196031942,0.024518427958015267,95.12353664765646,24.218827051957973,232.64551526717557,221.62758100735132,-582.7970429621932,90.36850784532712,81.96372320154428,70.62561617303224,56.51411945085336,40.97819115449807,25.44621138799275,11.074001891400421,-1.2413303474281334,-10.993498927206803,-18.089717023544264,-22.70845816201107,-25.274735418583084,bona-fide
0.26346613394976687,194.05948095135176,59.13391100074271,0.025737473060344827,241.4157584916643,25.78057938710556,232.27370689655172,233.16996998445984,-527.9370960576616,79.63003024088708,73.1760196367775,63.42562657529066,51.310024081932774,37.79052654723794,23.95425589881438,10.849728218682156,-0.7291388044165591,-10.269326475034108,-17.51396437286179,-22.480083882014835,-25.40948378304335,bona-fide
0.30004475598949026,164.70373374154445,81.36388759177716,0.017058676861702128,0.5498030304704216,23.694459541142997,219.08244680851064,159.04049401917555,-773.1360115810304,75.1670021861518,69.46881730387545,60.677148159118104,49.6662406245327,37.38738713942208,24.749225431233175,12.562905310235726,1.5223211139668458,-7.81958745465047,-15.0909518454559,-20.137531565847585,-23.026797669302706,bona-fide
0.29667572081719973,200.55523216932684,88.51621739398614,0.024610643262987012,100.46874030605679,23.678202889993464,248.57954545454547,220.74890116107932,-567.0054498780022,90.27962680902257,81.10680455116027,70.01399922362229,55.97859650288521,40.63407076802285,25.167994952438807,10.821025512726065,-1.561904606407887,-11.438626467488582,-18.66680211675825,-23.38807024378222,-25.975772081021272,bona-fide
0.39524355337641254,189.4339217555118,84.59211865918022,0.021916316105769232,62.03910758687192,23.333835423725464,235.87740384615384,191.8643450618529,-534.2867257712904,84.92188740311579,76.13137618444551,65.11156164071578,52.29128159024775,37.98076420819514,23.37849938489724,9.526112883511484,-2.647956801313497,-12.473239669996664,-19.747440518563376,-24.410674069312652,-26.65353007985869,bona-fide
